order_id,fecha,region,ciudad,categoria,producto,cantidad,precio_unitario,descuento,ventas,ganancia
1321,2025-11-27,Costa,Machala,Muebles,Silla,4,60,0.1,216.0,41.04
1055,2025-11-27,Costa,Machala,Muebles,Escritorio,2,150,0.1,270.0,51.3
1239,2025-11-27,Oriente,Tena,Oficina,Boligrafos,10,3,0.25,22.5,5.62
1312,2025-11-28,Oriente,Tena,Tecnologia,Impresora,2,150,0.1,270.0,24.3
1243,2025-12-01,Sierra,Quito,Muebles,Archivador,5,110,0.3,385.0,26.95
1345,2025-12-01,Sierra,Ambato,Tecnologia,Impresora,2,150,0.15,255.0,15.3
1119,2025-12-02,Sierra,Ambato,Tecnologia,Monitor,4,200,0.15,680.0,40.8
1235,2025-12-02,Oriente,Tena,Oficina,Resma papel,14,5,0.1,63.0,21.42
1003,2025-12-02,Oriente,Tena,Oficina,Boligrafos,30,3,0,90,36.0
1230,2025-12-03,Costa,Machala,Muebles,Archivador,2,110,0,220,55.0
1328,2025-12-03,Oriente,Tena,Tecnologia,Laptop,5,800,0.25,3000.0,0.0
1054,2025-12-04,Oriente,Puyo,Oficina,Grapadora,12,8,0.05,91.2,33.74
1301,2025-12-04,Sierra,Quito,Muebles,Silla,5,60,0.05,285.0,62.7
1120,2025-12-05,Oriente,Tena,Muebles,Escritorio,2,150,0,300,75.0
1049,2025-12-05,Costa,Machala,Tecnologia,Monitor,3,200,0,600,90.0
1088,2025-12-05,Costa,Manta,Tecnologia,Monitor,5,200,0.1,900.0,81.0
1304,2025-12-07,Oriente,Puyo,Tecnologia,Impresora,4,150,0,600,90.0
1047,2025-12-07,Oriente,Tena,Oficina,Boligrafos,21,3,0.25,47.25,11.81
1087,2025-12-07,Costa,Manta,Muebles,Estanteria,7,90,0.05,598.5,131.67
1280,2025-12-08,Oriente,Puyo,Muebles,Estanteria,7,90,0.25,472.5,47.25
1192,2025-12-08,Oriente,Puyo,Muebles,Escritorio,1,150,0.15,127.5,20.4
1187,2025-12-09,Costa,Manta,Oficina,Cuaderno,16,4,0.05,60.8,22.5
1283,2025-12-09,Costa,Guayaquil,Oficina,Cuaderno,18,4,0.1,64.8,22.03
1117,2025-12-10,Costa,Guayaquil,Muebles,Escritorio,2,150,0.2,240.0,31.2
1092,2025-12-10,Sierra,Cuenca,Muebles,Escritorio,2,150,0,300,75.0
1173,2025-12-11,Oriente,Tena,Muebles,Estanteria,5,90,0.3,315.0,22.05
1040,2025-12-12,Oriente,Puyo,Muebles,Silla,3,60,0,180,45.0
1013,2025-12-12,Sierra,Cuenca,Oficina,Cuaderno,27,4,0,108,43.2
1288,2025-12-12,Costa,Machala,Tecnologia,Monitor,2,200,0,400,60.0
1033,2025-12-12,Costa,Machala,Oficina,Boligrafos,5,3,0.2,12.0,3.36
1194,2025-12-12,Costa,Guayaquil,Tecnologia,Laptop,1,800,0.3,560.0,-16.8
1051,2025-12-13,Sierra,Cuenca,Tecnologia,Monitor,2,200,0.15,340.0,20.4
1294,2025-12-13,Costa,Guayaquil,Oficina,Resma papel,13,5,0.2,52.0,14.56
1096,2025-12-14,Costa,Manta,Muebles,Archivador,1,110,0,110,27.5
1132,2025-12-15,Oriente,Puyo,Oficina,Marcadores,20,6,0.1,108.0,36.72
1123,2025-12-15,Oriente,Puyo,Tecnologia,Impresora,4,150,0.1,540.0,48.6
1107,2025-12-16,Costa,Guayaquil,Tecnologia,Teclado,12,45,0.2,432.0,12.96
1089,2025-12-16,Oriente,Puyo,Tecnologia,Impresora,2,150,0.2,240.0,7.2
1069,2025-12-18,Sierra,Cuenca,Tecnologia,Impresora,3,150,0.1,405.0,36.45
1318,2025-12-18,Oriente,Puyo,Tecnologia,Laptop,1,800,0.15,680.0,40.8
1097,2025-12-18,Sierra,Ambato,Tecnologia,Impresora,4,150,0,600,90.0
1056,2025-12-19,Sierra,Ambato,Muebles,Silla,3,60,0.25,135.0,13.5
1164,2025-12-20,Costa,Guayaquil,Oficina,Cuaderno,13,4,0,52,20.8
1002,2025-12-21,Costa,Manta,Muebles,Escritorio,5,150,0,750,187.5
1209,2025-12-21,Sierra,Cuenca,Oficina,Boligrafos,15,3,0.15,38.25,11.86
1110,2025-12-21,Costa,Guayaquil,Tecnologia,Mouse,7,20,0.1,126.0,11.34
1260,2025-12-22,Sierra,Quito,Tecnologia,Teclado,10,45,0.3,315.0,-9.45
1290,2025-12-22,Sierra,Quito,Tecnologia,Monitor,3,200,0,600,90.0
1242,2025-12-23,Sierra,Cuenca,Oficina,Grapadora,35,8,0.2,224.0,62.72
1181,2025-12-24,Sierra,Ambato,Oficina,Boligrafos,33,3,0.3,69.3,15.25
1315,2025-12-24,Costa,Machala,Muebles,Escritorio,1,150,0,150,37.5
1165,2025-12-26,Oriente,Tena,Tecnologia,Monitor,4,200,0.1,720.0,64.8
1030,2025-12-26,Costa,Guayaquil,Oficina,Cuaderno,27,4,0,108,43.2
1157,2025-12-27,Costa,Machala,Muebles,Escritorio,2,150,0.05,285.0,62.7
1278,2025-12-27,Sierra,Quito,Tecnologia,Teclado,10,45,0.25,337.5,0.0
1250,2025-12-28,Sierra,Cuenca,Muebles,Silla,6,60,0.25,270.0,27.0
1073,2025-12-28,Costa,Machala,Muebles,Archivador,1,110,0.3,77.0,5.39
1262,2025-12-28,Oriente,Tena,Muebles,Escritorio,1,150,0,150,37.5
1106,2025-12-28,Sierra,Cuenca,Oficina,Cuaderno,32,4,0.1,115.2,39.17
